Rank,RankOpponent,eventResults,eventScore,sets,playerGames,opponentGames
481,1111.0,W,6-4 7-5,2.0,13.0,9.0
481,400.0,W,6-2 6-2,2.0,12.0,4.0
481,836.0,W,6-4 6-1,2.0,12.0,5.0
481,1005.0,W,6-3 6-3,2.0,12.0,6.0
481,1330.0,W,6-2 4-6 6-2,3.0,16.0,10.0
481,365.0,L,0-6 2-6,2.0,2.0,12.0
481,,W,6-0 6-0,2.0,12.0,0.0
481,2239.0,W,6-0 6-0,2.0,12.0,0.0
481,2412.0,W,6-4 6-0,2.0,12.0,4.0
481,1168.0,L,6-3 6-7 5-7,3.0,17.0,17.0
481,,W,7-5 6-3,2.0,13.0,8.0
481,324.0,L,2-6 2-6,2.0,4.0,12.0
482,,W,6-1 6-2,2.0,12.0,3.0
482,183.0,L,6-7 3-6,2.0,9.0,13.0
482,1798.0,W,6-2 7-5,2.0,13.0,7.0
482,1418.0,L,2-6 3-6,2.0,5.0,12.0
482,,W,6-2 7-6,2.0,13.0,8.0
482,2239.0,W,2-6 6-4 6-1,3.0,14.0,11.0
482,478.0,W,6-4 4-6 7-6,3.0,17.0,16.0
482,393.0,L,2-6 1-6,2.0,3.0,12.0
482,651.0,W,7-6 3-6 6-3,3.0,16.0,15.0
482,555.0,L,6-3 3-6 3-6,3.0,12.0,15.0
483,227.0,L,2-6 1-6,2.0,3.0,12.0
483,2102.0,W,7-5 6-0,2.0,13.0,5.0
483,,W,5-7 6-2 6-3,3.0,17.0,12.0
483,79.0,L,6-3 1-6 0-6,3.0,7.0,15.0
483,1917.0,W,6-3 6-4,2.0,12.0,7.0
483,355.0,W,6-3 3-6 6-4,3.0,15.0,13.0
483,127.0,L,1-6 0-6,2.0,1.0,12.0
483,1619.0,W,7-5 0-6 6-1,3.0,13.0,12.0
483,227.0,L,2-6 3-6,2.0,5.0,12.0
484,1610.0,W,6-3 6-3,2.0,12.0,6.0
484,1640.0,W,7-6 6-2,2.0,13.0,8.0
484,471.0,L,3-6 0-6,2.0,3.0,12.0
485,1492.0,W,6-2 6-0,2.0,12.0,2.0
485,200.0,L,4-6 4-6,2.0,8.0,12.0
485,,W,6-0 6-2,2.0,12.0,2.0
485,912.0,L,4-6 6-7,2.0,10.0,13.0
485,1780.0,W,6-7 6-1 6-3,3.0,18.0,11.0
485,292.0,L,1-6 4-6,2.0,5.0,12.0
485,2768.0,W,6-4 6-1,2.0,12.0,5.0
485,1714.0,W,6-1 6-0,2.0,12.0,1.0
485,1245.0,W,6-0 6-3,2.0,12.0,3.0
485,336.0,W,7-6 6-4,2.0,13.0,10.0
485,207.0,L,2-6 3-6,2.0,5.0,12.0
485,2412.0,W,6-2 6-1,2.0,12.0,3.0
485,1727.0,W,7-5 6-2,2.0,13.0,7.0
485,369.0,L,6-4 3-6 2-6,3.0,11.0,16.0
485,1034.0,W,6-3 6-2,2.0,12.0,5.0
485,1492.0,W,6-1 6-1,2.0,12.0,2.0
485,415.0,L,1-6 3-6,2.0,4.0,12.0
486,958.0,L,3-6 3-6,2.0,6.0,12.0
486,1880.0,W,6-1 6-4,2.0,12.0,5.0
486,2768.0,W,6-0 6-1,2.0,12.0,1.0
486,1416.0,W,6-3 6-4,2.0,12.0,7.0
486,135.0,L,7-5 3-6 0-6,3.0,10.0,17.0
486,2121.0,W,6-3 6-1,2.0,12.0,4.0
486,2290.0,W,6-1 6-1,2.0,12.0,2.0
486,991.0,W,6-4 6-1,2.0,12.0,5.0
486,1268.0,W,4-6 6-4 6-2,3.0,16.0,12.0
486,344.0,L,4-6 4-6,2.0,8.0,12.0
486,1839.0,W,6-3 6-0,2.0,12.0,3.0
486,605.0,W,6-4 6-1,2.0,12.0,5.0
486,135.0,L,1-6 6-3 4-6,3.0,11.0,15.0
486,1217.0,L,4-6 4-6,2.0,8.0,12.0
487,861.0,L,6-4 4-6 5-7,3.0,15.0,17.0
487,861.0,W,6-1 6-1,2.0,12.0,2.0
487,99.0,L,2-6 1-6,2.0,3.0,12.0
487,965.0,W,2-6 6-4 6-0,3.0,14.0,10.0
487,146.0,L,3-6 1-6,2.0,4.0,12.0
488,1227.0,W,6-3 6-1,2.0,12.0,4.0
488,1987.0,W,6-1 6-4,2.0,12.0,5.0
488,1732.0,W,7-5 6-4,2.0,13.0,9.0
488,526.0,W,7-5 6-2,2.0,13.0,7.0
488,233.0,L,1-6 1-6,2.0,2.0,12.0
488,2768.0,W,6-1 6-2,2.0,12.0,3.0
488,1781.0,W,6-2 7-6,2.0,13.0,8.0
488,157.0,L,3-6 3-6,2.0,6.0,12.0
488,491.0,W,7-6 6-3,2.0,13.0,9.0
488,119.0,L,3-6 6-2 5-7,3.0,14.0,15.0
488,2195.0,W,6-4 6-0,2.0,12.0,4.0
488,119.0,L,2-6 1-6,2.0,3.0,12.0
488,491.0,L,6-7 6-3 3-6,3.0,15.0,16.0
488,1598.0,W,7-5 7-6,2.0,14.0,11.0
488,797.0,W,1-6 7-6 6-3,3.0,14.0,15.0
488,409.0,W,6-2 5-7 7-5,3.0,18.0,14.0
488,497.0,W,6-0 6-2,2.0,12.0,2.0
488,719.0,W,6-1 7-5,2.0,13.0,6.0
488,2261.0,W,6-1 6-3,2.0,12.0,4.0
488,788.0,W,6-1 6-2,2.0,12.0,3.0
488,892.0,L,3-6 4-6,2.0,7.0,12.0
488,2083.0,W,6-0 6-1,2.0,12.0,1.0
488,2412.0,W,6-0 6-0,2.0,12.0,0.0
488,927.0,L,4-6 6-4 5-7,3.0,15.0,17.0
490,62.0,W,7-5 7-6,2.0,14.0,11.0
490,59.0,W,6-2 2-6 6-3,3.0,14.0,11.0
490,20.0,W,6-3 3-6 6-2,3.0,15.0,11.0
490,15.0,W,6-1 3-6 6-2,3.0,15.0,9.0
490,2.0,U,2-6 2-4,2.0,4.0,10.0
491,1241.0,W,6-1 6-1,2.0,12.0,2.0
491,451.0,W,6-0 6-2,2.0,12.0,2.0
491,149.0,L,2-6 4-6,2.0,6.0,12.0
491,858.0,L,6-1 5-7 2-6,3.0,13.0,14.0
491,2009.0,W,6-0 6-2,2.0,12.0,2.0
491,1781.0,U,W/O,0.0,0.0,0.0
491,233.0,L,1-6 1-6,2.0,2.0,12.0
491,233.0,W,5-7 6-4 6-4,3.0,17.0,15.0
491,1614.0,W,6-1 6-3,2.0,12.0,4.0
491,526.0,W,6-2 7-6,2.0,13.0,8.0
491,151.0,L,1-6 3-6,2.0,4.0,12.0
491,,W,6-1 6-1,2.0,12.0,2.0
491,1206.0,W,6-1 6-2,2.0,12.0,3.0
491,488.0,L,6-7 3-6,2.0,9.0,13.0
491,2412.0,W,6-1 6-2,2.0,12.0,3.0
491,274.0,W,6-3 4-6 7-6,3.0,17.0,15.0
491,819.0,W,7-5 6-2,2.0,13.0,7.0
491,464.0,L,3-6 6-3 1-6,3.0,10.0,15.0
491,2192.0,W,6-0 6-1,2.0,12.0,1.0
491,488.0,W,7-6 3-6 6-3,3.0,16.0,15.0
491,791.0,W,5-7 7-5 7-6,3.0,19.0,18.0
491,298.0,L,6-4 2-6 2-6,3.0,10.0,16.0
491,1663.0,W,6-3 6-4,2.0,12.0,7.0
491,1111.0,U,1-6 0-2,2.0,1.0,8.0
491,978.0,L,6-1 4-6 1-6,3.0,11.0,13.0
491,,W,6-3 6-3,2.0,12.0,6.0
491,113.0,L,6-4 1-6 4-6,3.0,11.0,16.0
491,1390.0,L,4-6 2-6,2.0,6.0,12.0
492,,W,6-2 6-4,2.0,12.0,6.0
492,1371.0,W,6-3 7-6,2.0,13.0,9.0
492,553.0,,,,0.0,0.0
492,,W,6-3 7-5,2.0,13.0,8.0
492,2412.0,W,6-4 6-0,2.0,12.0,4.0
492,621.0,W,6-3 7-5,2.0,13.0,8.0
492,1196.0,W,6-0 6-2,2.0,12.0,2.0
492,329.0,W,6-2 7-6,2.0,13.0,8.0
492,2290.0,W,6-1 6-3,2.0,12.0,4.0
492,788.0,W,6-3 6-1,2.0,12.0,4.0
492,455.0,L,6-3 3-6 1-6,3.0,10.0,15.0
492,2768.0,W,6-1 6-1,2.0,12.0,2.0
492,2412.0,W,6-3 6-1,2.0,12.0,4.0
492,790.0,L,6-3 3-6 4-6,3.0,13.0,15.0
493,28.0,L,2-6 1-6,2.0,3.0,12.0
493,97.0,L,4-6 3-6,2.0,7.0,12.0
493,,W,6-0 6-1,2.0,12.0,1.0
493,1006.0,L,3-6 2-6,2.0,5.0,12.0
493,431.0,L,4-6 4-6,2.0,8.0,12.0
493,594.0,L,4-6 2-6,2.0,6.0,12.0
494,1015.0,L,7-5 0-6 0-6,3.0,7.0,17.0
494,294.0,L,6-7 2-6,2.0,8.0,13.0
494,2594.0,W,6-4 6-4,2.0,12.0,8.0
494,696.0,W,6-4 6-2,2.0,12.0,6.0
494,654.0,W,6-2 4-6 6-1,3.0,16.0,9.0
494,644.0,W,7-6 6-2,2.0,13.0,8.0
494,113.0,L,6-3 5-7 3-6,3.0,14.0,16.0
494,,W,6-4 6-1,2.0,12.0,5.0
494,321.0,U,4-6 6-1 4-1,3.0,14.0,8.0
494,622.0,W,6-0 6-3,2.0,12.0,3.0
494,350.0,L,7-5 3-6 3-6,3.0,13.0,17.0
494,609.0,L,4-6 6-0 5-7,3.0,15.0,13.0
494,1168.0,W,6-4 6-1,2.0,12.0,5.0
494,354.0,L,0-6 3-6,2.0,3.0,12.0
496,2412.0,W,6-0 6-4,2.0,12.0,4.0
496,1809.0,W,7-5 6-2,2.0,13.0,7.0
496,622.0,L,6-4 4-6 1-6,3.0,11.0,16.0
496,2412.0,W,6-2 6-1,2.0,12.0,3.0
496,573.0,L,1-6 2-6,2.0,3.0,12.0
496,625.0,W,6-3 6-4,2.0,12.0,7.0
496,654.0,L,3-6 4-6,2.0,7.0,12.0
497,,W,6-0 6-1,2.0,12.0,1.0
497,74.0,L,7-5 3-6 4-6,3.0,14.0,17.0
497,2682.0,W,6-1 6-2,2.0,12.0,3.0
497,1601.0,W,6-4 4-6 6-1,3.0,16.0,11.0
497,1230.0,W,6-4 6-3,2.0,12.0,7.0
497,488.0,L,0-6 2-6,2.0,2.0,12.0
497,1561.0,W,6-4 6-2,2.0,12.0,6.0
497,1041.0,L,2-6 1-6,2.0,3.0,12.0
497,,W,6-2 6-3,2.0,12.0,5.0
497,2412.0,W,6-2 6-1,2.0,12.0,3.0
497,1732.0,W,6-2 6-3,2.0,12.0,5.0
497,1250.0,W,6-4 1-6 6-3,3.0,13.0,13.0
497,220.0,L,2-6 2-6,2.0,4.0,12.0
498,1236.0,W,6-3 6-3,2.0,12.0,6.0
498,686.0,W,7-6,2.0,7.0,6.0
498,75.0,L,1-6 6-7,2.0,7.0,13.0
498,2412.0,W,6-2 7-6,2.0,13.0,8.0
498,2412.0,W,6-2 6-2,2.0,12.0,4.0
498,1214.0,W,6-2 6-4,2.0,12.0,6.0
498,686.0,W,6-1 6-0,2.0,12.0,1.0
498,746.0,W,6-4 6-2,2.0,12.0,6.0
498,1775.0,W,6-4 5-7 7-5,3.0,18.0,16.0
498,908.0,U,6-1 2-0,2.0,8.0,1.0
498,667.0,W,7-6 4-6 6-3,3.0,17.0,15.0
498,157.0,L,5-7 3-6,2.0,8.0,13.0
498,2682.0,W,6-2 6-1,2.0,12.0,3.0
498,908.0,L,3-6 4-6,2.0,7.0,12.0
499,534.0,W,6-3 6-4,2.0,12.0,7.0
499,648.0,L,6-3 3-6 2-6,3.0,11.0,15.0
500,538.0,W,3-6 6-4 6-3,3.0,15.0,13.0
500,209.0,W,5-7 7-6 6-3,3.0,18.0,16.0
500,308.0,W,6-3 6-3,2.0,12.0,6.0
500,227.0,L,4-6 3-6,2.0,7.0,12.0
500,2002.0,W,6-3 6-2,2.0,12.0,5.0
500,638.0,L,6-4 0-6 3-6,3.0,9.0,16.0
500,644.0,L,3-6 3-6,2.0,6.0,12.0
500,1019.0,W,6-4 6-2,2.0,12.0,6.0
500,452.0,L,7-6 4-6 5-7,3.0,16.0,19.0
500,,W,6-1 6-0,2.0,12.0,1.0
500,733.0,W,6-1 6-1,2.0,12.0,2.0
500,211.0,W,6-4 6-3,2.0,12.0,7.0
500,100.0,L,4-6 4-6,2.0,8.0,12.0
51,125.0,W,3-6 6-3 6-2,3.0,15.0,11.0
51,155.0,W,4-6 6-3 6-0,3.0,16.0,9.0
51,63.0,L,6-4 0-6 6-7,3.0,12.0,17.0
51,230.0,W,6-2 6-3,2.0,12.0,5.0
51,157.0,W,6-1 6-2,2.0,12.0,3.0
51,167.0,W,6-1 3-6 6-0,3.0,15.0,7.0
51,71.0,W,6-4 6-2,2.0,12.0,6.0
51,49.0,U,1-6 0-4,2.0,1.0,10.0
51,137.0,W,6-3 6-7 6-1,3.0,18.0,11.0
51,445.0,L,4-6 6-7,2.0,10.0,13.0
51,206.0,W,6-2 6-2,2.0,12.0,4.0
51,338.0,W,6-4 6-2,2.0,12.0,6.0
51,209.0,W,6-3 6-1,2.0,12.0,4.0
51,69.0,W,6-1 6-3,2.0,12.0,4.0
51,208.0,W,2-6 6-3 6-1,3.0,14.0,10.0
51,71.0,L,6-2 6-7 3-6,3.0,15.0,15.0
51,91.0,W,6-1 5-7 6-4,3.0,17.0,12.0
51,73.0,W,6-3 6-4,2.0,12.0,7.0
51,20.0,L,4-6 6-4 4-6,3.0,14.0,16.0
51,142.0,W,6-4 6-4,2.0,12.0,8.0
51,117.0,U,4-6 2-4,2.0,6.0,10.0
51,219.0,W,6-3 6-1,2.0,12.0,4.0
51,180.0,W,2-6 6-3 7-6,3.0,15.0,15.0
51,94.0,W,6-3 6-2,2.0,12.0,5.0
51,79.0,L,3-6 5-7,2.0,8.0,13.0
52,2.0,L,3-6 5-7,2.0,8.0,13.0
52,136.0,W,6-0 6-1,2.0,12.0,1.0
52,272.0,W,2-6 6-4 6-4,3.0,14.0,14.0
52,73.0,W,6-4 6-3,2.0,12.0,7.0
52,12.0,L,1-6 3-6,2.0,4.0,12.0
52,994.0,W,6-0 6-3,2.0,12.0,3.0
52,301.0,W,4-6 6-4 6-3,3.0,16.0,13.0
52,111.0,W,6-0 6-2,2.0,12.0,2.0
52,94.0,L,2-6 0-6,2.0,2.0,12.0
52,247.0,W,6-4 6-4,2.0,12.0,8.0
52,283.0,W,6-2 6-3,2.0,12.0,5.0
52,194.0,W,7-5 6-4,2.0,13.0,9.0
52,179.0,W,6-3 6-4,2.0,12.0,7.0
52,88.0,W,3-6 6-2 6-3,3.0,15.0,11.0
52,132.0,W,6-1 6-4,2.0,12.0,5.0
52,57.0,L,1-6 6-2 3-6,3.0,10.0,14.0
53,42.0,W,4-0 4-3,2.0,8.0,3.0
53,126.0,W,4-6 6-4 6-4,3.0,16.0,14.0
53,23.0,L,4-6 4-6,2.0,8.0,12.0
53,277.0,L,6-7 3-6,2.0,9.0,13.0
53,4.0,L,7-6 5-7 2-6,3.0,14.0,19.0
53,10.0,L,3-6 3-6,2.0,6.0,12.0
53,191.0,W,6-2 6-4,2.0,12.0,6.0
53,180.0,W,6-4 2-6 6-0,3.0,14.0,10.0
53,129.0,W,6-2 6-0,2.0,12.0,2.0
53,16.0,W,6-4 7-5,2.0,13.0,9.0
53,13.0,L,6-3 4-6 1-6,3.0,11.0,15.0
53,84.0,W,6-3 7-6,2.0,13.0,9.0
53,285.0,W,7-6 0-6 6-1,3.0,13.0,13.0
53,37.0,L,3-6 1-6,2.0,4.0,12.0
54,30.0,L,3-6 6-3 2-6,3.0,11.0,15.0
54,83.0,L,3-6 2-6,2.0,5.0,12.0
54,102.0,W,6-3 3-6 6-3,3.0,15.0,12.0
54,232.0,L,1-6 6-3 3-6,3.0,10.0,15.0
54,73.0,L,4-6 3-6,2.0,7.0,12.0
54,97.0,L,2-6 2-6,2.0,4.0,12.0
54,176.0,W,6-2 6-1,2.0,12.0,3.0
54,104.0,W,1-6 6-3 6-1,3.0,13.0,10.0
54,12.0,L,2-6 4-6,2.0,6.0,12.0
55,27.0,W,6-4 6-4,2.0,12.0,8.0
55,1.0,L,7-5 1-6 0-6,3.0,8.0,17.0
55,1292.0,W,6-1 6-2,2.0,12.0,3.0
55,1012.0,W,6-1 6-4,2.0,12.0,5.0
55,274.0,W,6-3 6-2,2.0,12.0,5.0
55,451.0,W,6-4 6-2,2.0,12.0,6.0
55,156.0,W,6-2 3-6 7-5,3.0,16.0,13.0
55,6.0,L,5-7 6-7,2.0,11.0,14.0
55,137.0,W,4-6 6-1 6-2,3.0,16.0,9.0
55,82.0,W,6-4 6-4,2.0,12.0,8.0
55,22.0,L,6-7 4-6,2.0,10.0,13.0
55,58.0,L,6-7 2-6,2.0,8.0,13.0
56,39.0,W,4-6 6-2 6-2,3.0,16.0,10.0
56,36.0,W,6-1 6-2,2.0,12.0,3.0
56,65.0,W,7-5 6-2,2.0,13.0,7.0
56,10.0,W,6-4 7-5,2.0,13.0,9.0
56,5.0,L,3-6 3-6,2.0,6.0,12.0
57,128.0,W,3-6 7-5 6-3,3.0,16.0,14.0
57,203.0,W,6-3 6-4,2.0,12.0,7.0
57,15.0,W,6-0 7-6,2.0,13.0,6.0
57,38.0,W,6-3 7-5,2.0,13.0,8.0
57,1.0,L,2-6 3-6,2.0,5.0,12.0
57,684.0,W,6-2 6-0,2.0,12.0,2.0
57,62.0,W,6-2 7-6,2.0,13.0,8.0
57,16.0,L,2-6 2-6,2.0,4.0,12.0
57,344.0,W,6-3 6-1,2.0,12.0,4.0
57,78.0,W,6-4 6-2,2.0,12.0,6.0
57,71.0,W,6-7 6-3 6-2,3.0,18.0,12.0
57,36.0,L,4-6 3-6,2.0,7.0,12.0
57,1.0,L,2-6 4-6,2.0,6.0,12.0
57,6.0,L,2-6 1-6,2.0,3.0,12.0
57,76.0,W,6-2 6-0,2.0,12.0,2.0
57,52.0,W,6-1 2-6 6-3,3.0,14.0,10.0
57,,W,6-2 3-6 6-3,3.0,15.0,11.0
57,11.0,L,6-2 3-6 1-6,3.0,10.0,14.0
58,115.0,W,3-6 7-6 6-4,3.0,16.0,16.0
58,87.0,W,6-3 6-4,2.0,12.0,7.0
58,13.0,W,7-6 4-6 7-5,3.0,18.0,17.0
58,19.0,L,4-6 5-7,2.0,9.0,13.0
58,39.0,W,6-3 6-4,2.0,12.0,7.0
58,14.0,W,1-6 7-6 6-2,3.0,14.0,14.0
58,21.0,L,2-6 4-6,2.0,6.0,12.0
58,1727.0,W,6-1 6-1,2.0,12.0,2.0
58,79.0,W,6-4 6-1,2.0,12.0,5.0
58,22.0,L,4-6 3-6,2.0,7.0,12.0
58,7.0,L,3-6 3-6,2.0,6.0,12.0
58,41.0,L,5-7 4-6,2.0,9.0,13.0
58,180.0,W,6-1 6-1,2.0,12.0,2.0
58,81.0,W,6-4 6-4,2.0,12.0,8.0
58,55.0,W,7-6 6-2,2.0,13.0,8.0
58,19.0,L,1-6 7-5 2-6,3.0,10.0,17.0
58,184.0,W,6-4 7-6,2.0,13.0,10.0
58,49.0,L,2-6 6-3 1-6,3.0,9.0,15.0
59,19.0,L,4-6 6-7,2.0,10.0,13.0
59,291.0,W,6-1 6-3,2.0,12.0,4.0
59,411.0,W,6-2 6-3,2.0,12.0,5.0
59,6.0,W,7-6 7-5,2.0,14.0,11.0
59,19.0,L,6-4 1-6 3-6,3.0,10.0,16.0
59,96.0,W,6-3 6-1,2.0,12.0,4.0
59,67.0,W,6-4 6-2,2.0,12.0,6.0
59,13.0,W,7-6 6-2,2.0,13.0,8.0
59,27.0,L,6-3 4-6 2-6,3.0,12.0,15.0
59,694.0,W,6-2 6-1,2.0,12.0,3.0
59,51.0,W,3-6 6-2 6-3,3.0,15.0,11.0
59,4.0,L,4-6 6-7,2.0,10.0,13.0
60,42.0,L,6-3 2-6 2-6,3.0,10.0,15.0
60,17.0,L,5-7 6-3 4-6,3.0,15.0,16.0
61,167.0,W,6-3 6-1,2.0,12.0,4.0
61,199.0,L,5-7 3-6,2.0,8.0,13.0
61,138.0,W,6-2 6-0,2.0,12.0,2.0
61,160.0,L,5-7 1-6,2.0,6.0,13.0
61,173.0,W,6-3 6-2,2.0,12.0,5.0
61,209.0,W,6-0 7-6,2.0,13.0,6.0
61,141.0,W,7-6 6-1,2.0,13.0,7.0
61,109.0,L,6-7 3-6,2.0,9.0,13.0
61,182.0,W,6-4 6-4,2.0,12.0,8.0
61,190.0,W,6-3 3-6 6-1,3.0,15.0,10.0
61,110.0,L,2-6 4-6,2.0,6.0,12.0
61,376.0,W,6-1 6-0,2.0,12.0,1.0
61,615.0,W,6-2 6-2,2.0,12.0,4.0
61,249.0,W,6-0 6-3,2.0,12.0,3.0
61,171.0,W,3-6 6-3 6-4,3.0,15.0,13.0
61,165.0,W,6-3 6-2,2.0,12.0,5.0
61,2682.0,W,6-1 6-2,2.0,12.0,3.0
61,1176.0,W,6-4 6-2,2.0,12.0,6.0
61,1454.0,W,6-1 6-1,2.0,12.0,2.0
61,357.0,W,7-6 6-3,2.0,13.0,9.0
61,262.0,W,6-4 6-2,2.0,12.0,6.0
61,83.0,L,4-6 2-6,2.0,6.0,12.0
62,,W,3-6 7-5 6-1,3.0,16.0,12.0
62,18.0,L,3-6 3-6,2.0,6.0,12.0
62,270.0,W,3-6 6-2 6-1,3.0,15.0,9.0
62,57.0,L,2-6 6-7,2.0,8.0,13.0
62,373.0,W,6-1 6-2,2.0,12.0,3.0
62,65.0,L,6-7 1-6,2.0,7.0,13.0
62,490.0,L,5-7 6-7,2.0,11.0,14.0
63,184.0,U,6-1 2-0,2.0,8.0,1.0
63,504.0,U,6-1,1.0,6.0,1.0
63,51.0,W,4-6 6-0 7-6,3.0,17.0,12.0
63,71.0,W,6-3 6-3,2.0,12.0,6.0
63,66.0,W,6-4 6-3,2.0,12.0,7.0
63,904.0,W,6-3 6-4,2.0,12.0,7.0
63,356.0,W,6-2 0-6 6-4,3.0,12.0,12.0
63,206.0,W,6-3 1-6 6-3,3.0,13.0,12.0
63,145.0,L,7-5 4-6 6-7,3.0,17.0,18.0
63,234.0,W,6-0 6-1,2.0,12.0,1.0
63,315.0,W,6-2 6-4,2.0,12.0,6.0
63,78.0,W,6-4 6-2,2.0,12.0,6.0
63,100.0,L,4-6 2-6,2.0,6.0,12.0
63,436.0,W,6-2 6-3,2.0,12.0,5.0
63,48.0,L,4-6 5-7,2.0,9.0,13.0
64,38.0,L,6-7 4-6,2.0,10.0,13.0
64,18.0,L,7-5 6-7 3-6,3.0,16.0,18.0
64,91.0,L,1-6 0-6,2.0,1.0,12.0
65,83.0,W,6-3 2-6 6-3,3.0,14.0,12.0
65,62.0,W,6-0 6-4,2.0,12.0,4.0
65,26.0,U,6-3 4-3,2.0,10.0,6.0
65,50.0,W,6-4 6-4,2.0,12.0,8.0
65,56.0,L,5-7 2-6,2.0,7.0,13.0
65,282.0,W,6-3 6-0,2.0,12.0,3.0
65,30.0,W,6-4 7-6,2.0,13.0,10.0
65,39.0,L,4-6 4-6,2.0,8.0,12.0
65,627.0,W,6-3 5-7 6-1,3.0,17.0,11.0
65,62.0,W,7-6 6-1,2.0,13.0,7.0
65,9.0,L,1-6 4-6,2.0,5.0,12.0
65,164.0,W,6-2 7-5,2.0,13.0,7.0
65,350.0,W,6-4 6-4,2.0,12.0,8.0
65,16.0,L,7-6 3-6,3.0,10.0,12.0
66,147.0,W,6-2 6-3,2.0,12.0,5.0
66,153.0,W,6-2 6-4,2.0,12.0,6.0
66,229.0,W,6-0 6-2,2.0,12.0,2.0
66,138.0,W,6-1 6-3,2.0,12.0,4.0
66,63.0,L,4-6 3-6,2.0,7.0,12.0
66,1015.0,W,6-2 6-1,2.0,12.0,3.0
66,352.0,W,6-0 6-2,2.0,12.0,2.0
66,154.0,L,2-6 4-6,2.0,6.0,12.0
66,371.0,W,6-0 6-3,2.0,12.0,3.0
66,238.0,W,6-3 6-2,2.0,12.0,5.0
66,116.0,W,6-1 6-2,2.0,12.0,3.0
66,127.0,W,6-2 2-6 6-1,3.0,14.0,9.0
66,196.0,W,3-6 6-4 7-5,3.0,16.0,15.0
66,509.0,W,6-0 6-1,2.0,12.0,1.0
66,15.0,W,7-6 6-3,2.0,13.0,9.0
66,71.0,L,4-6 7-5 5-7,3.0,16.0,18.0
66,235.0,W,6-2 6-2,2.0,12.0,4.0
66,75.0,W,6-3 1-6 7-6,3.0,14.0,15.0
66,39.0,W,4-6 7-5 6-2,3.0,17.0,13.0
66,123.0,L,2-6 1-6,2.0,3.0,12.0
66,161.0,W,3-6 6-2 7-5,3.0,16.0,13.0
66,734.0,W,6-3 6-2,2.0,12.0,5.0
66,80.0,L,6-7 6-1 1-6,3.0,13.0,14.0
66,77.0,W,2-6 7-6 6-3,3.0,15.0,15.0
66,115.0,W,6-4 6-3,2.0,12.0,7.0
66,21.0,L,7-5 3-6 5-7,3.0,15.0,18.0
66,238.0,W,6-2 6-1,2.0,12.0,3.0
66,102.0,L,3-6 2-6,2.0,5.0,12.0
67,115.0,W,4-2 4-1,2.0,8.0,3.0
67,301.0,L,2-6 6-1 4-6,3.0,12.0,13.0
67,27.0,L,4-6 6-7,2.0,10.0,13.0
67,2281.0,W,7-6 7-5,2.0,14.0,11.0
67,80.0,L,5-7 1-6,2.0,6.0,13.0
67,1311.0,W,7-6 5-7 8-6,3.0,20.0,19.0
67,59.0,L,4-6 2-6,2.0,6.0,12.0
67,104.0,L,5-7 2-6,2.0,7.0,13.0
68,229.0,W,6-1 6-2,2.0,12.0,3.0
68,450.0,W,6-2 5-7 6-2,3.0,17.0,11.0
68,338.0,W,6-4 6-3,2.0,12.0,7.0
68,154.0,W,6-4 6-3,2.0,12.0,7.0
68,78.0,L,2-6 2-6,2.0,4.0,12.0
68,2412.0,W,6-0 6-3,2.0,12.0,3.0
68,229.0,W,6-4 7-6,2.0,13.0,10.0
68,196.0,L,7-6 3-6 2-6,3.0,12.0,18.0
68,720.0,W,6-4 6-1,2.0,12.0,5.0
68,703.0,W,6-4 6-2,2.0,12.0,6.0
68,31.0,L,2-6 3-6,2.0,5.0,12.0
68,80.0,W,6-3 6-2,2.0,12.0,5.0
68,97.0,L,2-6 2-6,2.0,4.0,12.0
68,117.0,L,2-6 4-6,2.0,6.0,12.0
68,89.0,W,6-3 7-6,2.0,13.0,9.0
68,1037.0,L,1-6 4-6,2.0,5.0,12.0
69,286.0,W,6-1 6-3,2.0,12.0,4.0
69,362.0,W,6-1 6-0,2.0,12.0,1.0
69,140.0,W,6-1 6-3,2.0,12.0,4.0
69,134.0,,,,0.0,0.0
69,,W,6-1 6-2,2.0,12.0,3.0
69,1102.0,W,6-1 3-6 6-2,3.0,15.0,9.0
69,551.0,L,5-7 5-7,2.0,10.0,14.0
69,236.0,W,6-2 6-1,2.0,12.0,3.0
69,282.0,W,6-0 6-0,2.0,12.0,0.0
69,78.0,L,3-6 3-6,2.0,6.0,12.0
69,109.0,W,6-1 6-4,2.0,12.0,5.0
69,196.0,W,4-6 6-2 6-4,3.0,16.0,12.0
69,78.0,W,5-7 6-1 6-2,3.0,17.0,10.0
69,51.0,L,1-6 3-6,2.0,4.0,12.0
69,1157.0,W,6-4 6-3,2.0,12.0,7.0
69,303.0,W,4-6 6-1 7-6,3.0,17.0,13.0
69,141.0,L,4-6 1-6,2.0,5.0,12.0
69,246.0,W,6-1 6-3,2.0,12.0,4.0
69,174.0,W,6-1 7-6,2.0,13.0,7.0
69,139.0,W,6-1 6-3,2.0,12.0,4.0
69,44.0,W,5-7 6-4 6-4,3.0,17.0,15.0
69,75.0,U,3-6 1-3,2.0,4.0,9.0
69,,U,6-0 1-0,2.0,7.0,0.0
69,,W,6-0 6-1,2.0,12.0,1.0
69,2412.0,W,6-0 6-0,2.0,12.0,0.0
69,698.0,U,6-4,1.0,6.0,4.0
69,273.0,W,6-3 6-3,2.0,12.0,6.0
